dteday,season,hr,holiday,workingday,weathersit,casual,registered,cnt,season_cat
2012-07-25,3,13,0,1,1,81,231,312,fall
2012-07-25,3,14,0,1,1,88,159,247,fall
2012-07-25,3,15,0,1,1,94,223,317,fall
2012-07-25,3,16,0,1,1,91,393,484,fall
2012-07-25,3,17,0,1,1,130,783,913,fall
2012-07-25,3,18,0,1,1,104,787,891,fall
2012-07-25,3,19,0,1,1,116,582,698,fall
2012-07-25,3,20,0,1,1,106,461,567,fall
2012-07-25,3,21,0,1,1,71,326,397,fall
2012-07-25,3,22,0,1,1,55,223,278,fall
2012-07-25,3,23,0,1,1,52,187,239,fall
2012-07-26,3,0,0,1,1,27,65,92,fall
2012-07-26,3,1,0,1,1,6,23,29,fall
2012-07-26,3,2,0,1,1,5,16,21,fall
2012-07-26,3,3,0,1,1,0,8,8,fall
2012-07-26,3,4,0,1,1,0,4,4,fall
2012-07-26,3,5,0,1,1,2,40,42,fall
2012-07-26,3,6,0,1,1,16,165,181,fall
2012-07-26,3,7,0,1,1,17,478,495,fall
2012-07-26,3,8,0,1,2,49,680,729,fall
2012-07-26,3,9,0,1,2,55,289,344,fall
2012-07-26,3,10,0,1,1,79,143,222,fall
2012-07-26,3,11,0,1,1,69,143,212,fall
2012-07-26,3,12,0,1,1,73,206,279,fall
2012-07-26,3,13,0,1,1,53,189,242,fall
2012-07-26,3,14,0,1,1,62,151,213,fall
2012-07-26,3,15,0,1,1,65,173,238,fall
2012-07-26,3,16,0,1,1,62,312,374,fall
2012-07-26,3,17,0,1,1,110,628,738,fall
2012-07-26,3,18,0,1,1,73,615,688,fall
2012-07-26,3,19,0,1,1,80,534,614,fall
2012-07-26,3,20,0,1,1,47,399,446,fall
2012-07-26,3,21,0,1,1,35,236,271,fall
2012-07-26,3,22,0,1,1,33,201,234,fall
2012-07-26,3,23,0,1,1,18,127,145,fall
2012-07-27,3,0,0,1,1,14,83,97,fall
2012-07-27,3,1,0,1,1,12,42,54,fall
2012-07-27,3,2,0,1,1,8,18,26,fall
2012-07-27,3,3,0,1,1,3,9,12,fall
2012-07-27,3,4,0,1,1,3,5,8,fall
2012-07-27,3,5,0,1,1,3,34,37,fall
2012-07-27,3,6,0,1,1,10,129,139,fall
2012-07-27,3,7,0,1,1,13,397,410,fall
2012-07-27,3,8,0,1,1,34,642,676,fall
2012-07-27,3,9,0,1,1,34,329,363,fall
2012-07-27,3,10,0,1,1,85,146,231,fall
2012-07-27,3,11,0,1,1,67,184,251,fall
2012-07-27,3,12,0,1,1,92,207,299,fall
2012-07-27,3,13,0,1,1,83,231,314,fall
2012-07-27,3,14,0,1,1,105,221,326,fall
2012-07-27,3,15,0,1,1,81,242,323,fall
2012-07-27,3,16,0,1,1,80,419,499,fall
2012-07-27,3,17,0,1,1,101,598,699,fall
2012-07-27,3,18,0,1,1,100,522,622,fall
2012-07-27,3,19,0,1,1,93,423,516,fall
2012-07-27,3,20,0,1,1,85,269,354,fall
2012-07-27,3,21,0,1,1,71,189,260,fall
2012-07-27,3,22,0,1,1,48,151,199,fall
2012-07-27,3,23,0,1,1,34,155,189,fall
2012-07-28,3,0,0,0,1,21,170,191,fall
2012-07-28,3,1,0,0,1,11,69,80,fall
2012-07-28,3,2,0,0,1,14,76,90,fall
2012-07-28,3,3,0,0,1,10,33,43,fall
2012-07-28,3,4,0,0,1,1,10,11,fall
2012-07-28,3,5,0,0,1,4,10,14,fall
2012-07-28,3,6,0,0,1,10,40,50,fall
2012-07-28,3,7,0,0,1,18,58,76,fall
2012-07-28,3,8,0,0,1,36,127,163,fall
2012-07-28,3,9,0,0,1,110,227,337,fall
2012-07-28,3,10,0,0,1,129,266,395,fall
2012-07-28,3,11,0,0,1,162,295,457,fall
2012-07-28,3,12,0,0,1,157,330,487,fall
2012-07-28,3,13,0,0,1,173,325,498,fall
2012-07-28,3,14,0,0,1,186,308,494,fall
2012-07-28,3,15,0,0,1,206,291,497,fall
2012-07-28,3,16,0,0,1,208,279,487,fall
2012-07-28,3,17,0,0,1,199,280,479,fall
2012-07-28,3,18,0,0,1,151,330,481,fall
2012-07-28,3,19,0,0,1,115,223,338,fall
2012-07-28,3,20,0,0,1,79,154,233,fall
2012-07-28,3,21,0,0,1,94,206,300,fall
2012-07-28,3,22,0,0,1,88,188,276,fall
2012-07-28,3,23,0,0,1,52,156,208,fall
2012-07-29,3,0,0,0,1,59,129,188,fall
2012-07-29,3,1,0,0,1,49,109,158,fall
2012-07-29,3,2,0,0,1,33,79,112,fall
2012-07-29,3,3,0,0,1,18,37,55,fall
2012-07-29,3,4,0,0,1,2,11,13,fall
2012-07-29,3,5,0,0,1,3,14,17,fall
2012-07-29,3,6,0,0,1,6,12,18,fall
2012-07-29,3,7,0,0,1,4,36,40,fall
2012-07-29,3,8,0,0,1,37,90,127,fall
2012-07-29,3,9,0,0,1,64,162,226,fall
2012-07-29,3,10,0,0,1,123,258,381,fall
2012-07-29,3,11,0,0,1,183,326,509,fall
2012-07-29,3,12,0,0,1,154,357,511,fall
2012-07-29,3,13,0,0,1,181,302,483,fall
2012-07-29,3,14,0,0,1,231,291,522,fall
2012-07-29,3,15,0,0,1,195,306,501,fall
2012-07-29,3,16,0,0,1,191,330,521,fall
2012-07-29,3,17,0,0,1,164,367,531,fall
2012-07-29,3,18,0,0,1,117,302,419,fall
2012-07-29,3,19,0,0,1,143,300,443,fall
2012-07-29,3,20,0,0,1,75,228,303,fall
2012-07-29,3,21,0,0,1,72,199,271,fall
2012-07-29,3,22,0,0,1,31,117,148,fall
2012-07-29,3,23,0,0,1,18,82,100,fall
2012-07-30,3,0,0,1,1,12,46,58,fall
2012-07-30,3,1,0,1,1,4,15,19,fall
2012-07-30,3,2,0,1,1,2,6,8,fall
2012-07-30,3,3,0,1,1,0,3,3,fall
2012-07-30,3,4,0,1,1,0,5,5,fall
2012-07-30,3,5,0,1,1,4,43,47,fall
2012-07-30,3,6,0,1,1,6,155,161,fall
2012-07-30,3,7,0,1,1,14,455,469,fall
2012-07-30,3,8,0,1,2,31,720,751,fall
2012-07-30,3,9,0,1,2,34,259,293,fall
2012-07-30,3,10,0,1,2,54,135,189,fall
2012-07-30,3,11,0,1,2,69,146,215,fall
2012-07-30,3,12,0,1,2,77,201,278,fall
2012-07-30,3,13,0,1,1,57,169,226,fall
2012-07-30,3,14,0,1,1,87,167,254,fall
2012-07-30,3,15,0,1,1,51,185,236,fall
2012-07-30,3,16,0,1,1,88,337,425,fall
2012-07-30,3,17,0,1,1,62,765,827,fall
2012-07-30,3,18,0,1,1,77,735,812,fall
2012-07-30,3,19,0,1,1,81,584,665,fall
2012-07-30,3,20,0,1,1,78,384,462,fall
2012-07-30,3,21,0,1,1,71,251,322,fall
2012-07-30,3,22,0,1,2,47,183,230,fall
2012-07-30,3,23,0,1,1,34,116,150,fall
2012-07-31,3,0,0,1,1,11,27,38,fall
2012-07-31,3,1,0,1,1,3,18,21,fall
2012-07-31,3,2,0,1,1,0,8,8,fall
2012-07-31,3,3,0,1,1,1,5,6,fall
2012-07-31,3,4,0,1,1,0,6,6,fall
2012-07-31,3,5,0,1,1,5,40,45,fall
2012-07-31,3,6,0,1,1,2,192,194,fall
2012-07-31,3,7,0,1,1,21,492,513,fall
2012-07-31,3,8,0,1,1,30,730,760,fall
2012-07-31,3,9,0,1,1,31,302,333,fall
2012-07-31,3,10,0,1,1,73,154,227,fall
2012-07-31,3,11,0,1,1,54,170,224,fall
2012-07-31,3,12,0,1,1,50,198,248,fall
2012-07-31,3,13,0,1,1,69,219,288,fall
2012-07-31,3,14,0,1,1,72,188,260,fall
2012-07-31,3,15,0,1,1,29,115,144,fall
2012-07-31,3,16,0,1,1,66,336,402,fall
2012-07-31,3,17,0,1,1,94,726,820,fall
2012-07-31,3,18,0,1,1,99,758,857,fall
2012-07-31,3,19,0,1,3,90,524,614,fall
2012-07-31,3,20,0,1,3,55,397,452,fall
2012-07-31,3,21,0,1,1,60,292,352,fall
2012-07-31,3,22,0,1,1,33,224,257,fall
2012-07-31,3,23,0,1,2,20,127,147,fall
2012-08-01,3,0,0,1,1,3,44,47,fall
2012-08-01,3,1,0,1,1,5,28,33,fall
2012-08-01,3,2,0,1,1,0,13,13,fall
2012-08-01,3,3,0,1,1,0,7,7,fall
2012-08-01,3,4,0,1,2,1,3,4,fall
2012-08-01,3,5,0,1,2,3,46,49,fall
2012-08-01,3,6,0,1,1,6,179,185,fall
2012-08-01,3,7,0,1,2,19,468,487,fall
2012-08-01,3,8,0,1,2,32,649,681,fall
2012-08-01,3,9,0,1,2,34,316,350,fall
2012-08-01,3,10,0,1,1,61,175,236,fall
2012-08-01,3,11,0,1,1,54,180,234,fall
2012-08-01,3,12,0,1,1,75,209,284,fall
2012-08-01,3,13,0,1,1,59,221,280,fall
2012-08-01,3,14,0,1,1,88,175,263,fall
2012-08-01,3,15,0,1,1,89,206,295,fall
2012-08-01,3,16,0,1,1,93,386,479,fall
2012-08-01,3,17,0,1,1,103,734,837,fall
2012-08-01,3,18,0,1,3,105,786,891,fall
2012-08-01,3,19,0,1,1,88,564,652,fall
2012-08-01,3,20,0,1,1,65,448,513,fall
2012-08-01,3,21,0,1,1,36,284,320,fall
2012-08-01,3,22,0,1,1,37,251,288,fall
2012-08-01,3,23,0,1,1,18,134,152,fall
2012-08-02,3,0,0,1,1,8,55,63,fall
2012-08-02,3,1,0,1,1,6,36,42,fall
2012-08-02,3,2,0,1,1,3,8,11,fall
2012-08-02,3,3,0,1,1,0,6,6,fall
2012-08-02,3,4,0,1,1,0,9,9,fall
2012-08-02,3,5,0,1,1,4,37,41,fall
2012-08-02,3,6,0,1,1,6,177,183,fall
2012-08-02,3,7,0,1,1,21,452,473,fall
2012-08-02,3,8,0,1,1,21,718,739,fall
2012-08-02,3,9,0,1,1,31,312,343,fall
2012-08-02,3,10,0,1,1,51,130,181,fall
2012-08-02,3,11,0,1,1,59,167,226,fall
2012-08-02,3,12,0,1,1,56,230,286,fall
2012-08-02,3,13,0,1,1,98,212,310,fall
2012-08-02,3,14,0,1,1,54,171,225,fall
2012-08-02,3,15,0,1,1,68,202,270,fall
2012-08-02,3,16,0,1,1,71,335,406,fall
2012-08-02,3,17,0,1,1,90,775,865,fall
2012-08-02,3,18,0,1,1,86,681,767,fall
2012-08-02,3,19,0,1,1,98,509,607,fall
2012-08-02,3,20,0,1,1,51,376,427,fall
2012-08-02,3,21,0,1,1,41,301,342,fall
2012-08-02,3,22,0,1,1,35,227,262,fall
2012-08-02,3,23,0,1,1,25,152,177,fall
2012-08-03,3,0,0,1,1,15,56,71,fall
2012-08-03,3,1,0,1,1,11,32,43,fall
2012-08-03,3,2,0,1,1,0,14,14,fall
2012-08-03,3,3,0,1,1,1,5,6,fall
2012-08-03,3,4,0,1,1,1,11,12,fall
2012-08-03,3,5,0,1,1,2,35,37,fall
2012-08-03,3,6,0,1,1,5,158,163,fall
2012-08-03,3,7,0,1,1,25,396,421,fall
2012-08-03,3,8,0,1,1,32,636,668,fall
2012-08-03,3,9,0,1,2,69,327,396,fall
2012-08-03,3,10,0,1,2,82,167,249,fall
2012-08-03,3,11,0,1,2,77,186,263,fall
2012-08-03,3,12,0,1,2,95,243,338,fall
2012-08-03,3,13,0,1,2,98,247,345,fall
2012-08-03,3,14,0,1,2,102,229,331,fall
2012-08-03,3,15,0,1,1,112,268,380,fall
2012-08-03,3,16,0,1,2,112,380,492,fall
2012-08-03,3,17,0,1,2,95,646,741,fall
2012-08-03,3,18,0,1,2,98,573,671,fall
2012-08-03,3,19,0,1,2,81,388,469,fall
2012-08-03,3,20,0,1,2,89,300,389,fall
2012-08-03,3,21,0,1,2,54,224,278,fall
2012-08-03,3,22,0,1,1,46,156,202,fall
2012-08-03,3,23,0,1,1,26,170,196,fall
2012-08-04,3,0,0,0,1,24,137,161,fall
2012-08-04,3,1,0,0,1,23,99,122,fall
2012-08-04,3,2,0,0,1,20,64,84,fall
2012-08-04,3,3,0,0,1,11,19,30,fall
2012-08-04,3,4,0,0,1,2,11,13,fall
2012-08-04,3,5,0,0,1,1,16,17,fall
2012-08-04,3,6,0,0,1,12,37,49,fall
2012-08-04,3,7,0,0,1,18,49,67,fall
2012-08-04,3,8,0,0,1,49,132,181,fall
2012-08-04,3,9,0,0,1,61,217,278,fall
2012-08-04,3,10,0,0,1,108,288,396,fall
2012-08-04,3,11,0,0,1,155,315,470,fall
2012-08-04,3,12,0,0,1,222,325,547,fall
2012-08-04,3,13,0,0,1,195,332,527,fall
2012-08-04,3,14,0,0,1,183,289,472,fall
2012-08-04,3,15,0,0,1,205,284,489,fall
2012-08-04,3,16,0,0,1,197,253,450,fall
2012-08-04,3,17,0,0,1,179,313,492,fall
2012-08-04,3,18,0,0,1,169,321,490,fall
2012-08-04,3,19,0,0,1,133,264,397,fall
2012-08-04,3,20,0,0,1,117,195,312,fall
2012-08-04,3,21,0,0,1,96,193,289,fall
2012-08-04,3,22,0,0,1,104,165,269,fall
2012-08-04,3,23,0,0,1,61,161,222,fall
2012-08-05,3,0,0,0,1,32,121,153,fall
2012-08-05,3,1,0,0,1,8,79,87,fall
2012-08-05,3,2,0,0,1,5,68,73,fall
2012-08-05,3,3,0,0,1,9,32,41,fall
2012-08-05,3,4,0,0,1,3,11,14,fall
2012-08-05,3,5,0,0,1,1,18,19,fall
2012-08-05,3,6,0,0,1,7,12,19,fall
2012-08-05,3,7,0,0,1,18,50,68,fall
2012-08-05,3,8,0,0,1,27,81,108,fall
2012-08-05,3,9,0,0,1,61,168,229,fall
2012-08-05,3,10,0,0,1,111,253,364,fall
2012-08-05,3,11,0,0,1,155,282,437,fall
2012-08-05,3,12,0,0,1,161,330,491,fall
2012-08-05,3,13,0,0,1,208,315,523,fall
2012-08-05,3,14,0,0,1,161,365,526,fall
2012-08-05,3,15,0,0,1,164,286,450,fall
2012-08-05,3,16,0,0,1,143,278,421,fall
2012-08-05,3,17,0,0,1,122,260,382,fall
2012-08-05,3,18,0,0,3,75,154,229,fall
2012-08-05,3,19,0,0,1,46,139,185,fall
2012-08-05,3,20,0,0,1,53,140,193,fall
2012-08-05,3,21,0,0,1,51,157,208,fall
2012-08-05,3,22,0,0,1,57,100,157,fall
2012-08-05,3,23,0,0,2,29,58,87,fall
2012-08-06,3,0,0,1,2,9,24,33,fall
2012-08-06,3,1,0,1,1,1,10,11,fall
2012-08-06,3,2,0,1,2,0,5,5,fall
2012-08-06,3,3,0,1,3,0,5,5,fall
2012-08-06,3,4,0,1,2,3,8,11,fall
2012-08-06,3,5,0,1,1,2,23,25,fall
2012-08-06,3,6,0,1,2,4,137,141,fall
2012-08-06,3,7,0,1,3,14,393,407,fall
2012-08-06,3,8,0,1,2,27,578,605,fall
2012-08-06,3,9,0,1,3,28,248,276,fall
2012-08-06,3,10,0,1,1,54,159,213,fall
2012-08-06,3,11,0,1,1,108,152,260,fall
2012-08-06,3,12,0,1,2,72,213,285,fall
2012-08-06,3,13,0,1,1,85,204,289,fall
2012-08-06,3,14,0,1,1,99,188,287,fall
2012-08-06,3,15,0,1,1,91,183,274,fall
2012-08-06,3,16,0,1,1,88,363,451,fall
2012-08-06,3,17,0,1,1,112,746,858,fall
2012-08-06,3,18,0,1,1,100,743,843,fall
2012-08-06,3,19,0,1,1,109,531,640,fall
2012-08-06,3,20,0,1,1,89,368,457,fall
2012-08-06,3,21,0,1,1,72,245,317,fall
2012-08-06,3,22,0,1,1,50,157,207,fall
2012-08-06,3,23,0,1,1,16,97,113,fall
2012-08-07,3,0,0,1,1,15,32,47,fall
2012-08-07,3,1,0,1,1,2,16,18,fall
2012-08-07,3,2,0,1,1,6,7,13,fall
2012-08-07,3,3,0,1,1,0,6,6,fall
2012-08-07,3,4,0,1,1,2,7,9,fall
2012-08-07,3,5,0,1,1,3,33,36,fall
2012-08-07,3,6,0,1,2,3,176,179,fall
2012-08-07,3,7,0,1,2,21,481,502,fall
2012-08-07,3,8,0,1,2,41,664,705,fall
2012-08-07,3,9,0,1,2,44,283,327,fall
2012-08-07,3,10,0,1,2,89,161,250,fall
2012-08-07,3,11,0,1,2,84,130,214,fall
2012-08-07,3,12,0,1,2,86,197,283,fall
2012-08-07,3,13,0,1,2,68,185,253,fall
2012-08-07,3,14,0,1,2,76,185,261,fall
2012-08-07,3,15,0,1,1,100,206,306,fall
2012-08-07,3,16,0,1,3,101,344,445,fall
2012-08-07,3,17,0,1,2,125,743,868,fall
2012-08-07,3,18,0,1,2,103,711,814,fall
2012-08-07,3,19,0,1,2,104,506,610,fall
2012-08-07,3,20,0,1,2,74,374,448,fall
2012-08-07,3,21,0,1,2,70,247,317,fall
2012-08-07,3,22,0,1,1,43,181,224,fall
2012-08-07,3,23,0,1,1,18,120,138,fall
2012-08-08,3,0,0,1,1,12,46,58,fall
2012-08-08,3,1,0,1,1,3,20,23,fall
2012-08-08,3,2,0,1,1,1,5,6,fall
2012-08-08,3,3,0,1,1,1,6,7,fall
2012-08-08,3,4,0,1,1,1,6,7,fall
2012-08-08,3,5,0,1,2,3,40,43,fall
2012-08-08,3,6,0,1,2,4,169,173,fall
2012-08-08,3,7,0,1,2,24,458,482,fall
2012-08-08,3,8,0,1,2,48,689,737,fall
2012-08-08,3,9,0,1,2,33,308,341,fall
2012-08-08,3,10,0,1,2,63,151,214,fall
2012-08-08,3,11,0,1,2,80,159,239,fall
2012-08-08,3,12,0,1,2,63,217,280,fall
2012-08-08,3,13,0,1,2,101,212,313,fall
2012-08-08,3,14,0,1,2,63,173,236,fall
2012-08-08,3,15,0,1,2,110,168,278,fall
2012-08-08,3,16,0,1,2,113,328,441,fall
2012-08-08,3,17,0,1,2,107,751,858,fall
2012-08-08,3,18,0,1,2,117,745,862,fall
2012-08-08,3,19,0,1,1,119,567,686,fall
2012-08-08,3,20,0,1,1,76,424,500,fall
2012-08-08,3,21,0,1,1,70,311,381,fall
2012-08-08,3,22,0,1,1,35,198,233,fall
2012-08-08,3,23,0,1,1,16,120,136,fall
2012-08-09,3,0,0,1,1,16,51,67,fall
2012-08-09,3,1,0,1,1,5,23,28,fall
2012-08-09,3,2,0,1,1,2,12,14,fall
2012-08-09,3,3,0,1,1,1,5,6,fall
2012-08-09,3,4,0,1,2,0,10,10,fall
2012-08-09,3,5,0,1,2,4,37,41,fall
2012-08-09,3,6,0,1,1,5,162,167,fall
2012-08-09,3,7,0,1,2,24,451,475,fall
2012-08-09,3,8,0,1,1,28,670,698,fall
2012-08-09,3,9,0,1,1,54,299,353,fall
2012-08-09,3,10,0,1,1,72,133,205,fall
2012-08-09,3,11,0,1,1,94,166,260,fall
2012-08-09,3,12,0,1,1,85,192,277,fall
2012-08-09,3,13,0,1,1,80,201,281,fall
2012-08-09,3,14,0,1,1,86,161,247,fall
2012-08-09,3,15,0,1,1,63,204,267,fall
2012-08-09,3,16,0,1,1,97,320,417,fall
2012-08-09,3,17,0,1,1,111,699,810,fall
2012-08-09,3,18,0,1,2,78,733,811,fall
2012-08-09,3,19,0,1,1,90,533,623,fall
2012-08-09,3,20,0,1,1,91,387,478,fall
2012-08-09,3,21,0,1,2,50,286,336,fall
2012-08-09,3,22,0,1,2,41,218,259,fall
2012-08-09,3,23,0,1,1,19,137,156,fall
2012-08-10,3,0,0,1,1,17,68,85,fall
2012-08-10,3,1,0,1,1,6,35,41,fall
2012-08-10,3,2,0,1,1,6,14,20,fall
2012-08-10,3,3,0,1,2,3,6,9,fall
2012-08-10,3,4,0,1,3,0,7,7,fall
2012-08-10,3,5,0,1,3,4,29,33,fall
2012-08-10,3,6,0,1,3,3,41,44,fall
2012-08-10,3,7,0,1,3,5,128,133,fall
2012-08-10,3,8,0,1,3,7,112,119,fall
2012-08-10,3,9,0,1,2,21,199,220,fall
2012-08-10,3,10,0,1,1,27,166,193,fall
2012-08-10,3,11,0,1,3,73,178,251,fall
2012-08-10,3,12,0,1,2,75,240,315,fall
2012-08-10,3,13,0,1,2,66,224,290,fall
2012-08-10,3,14,0,1,1,71,236,307,fall
2012-08-10,3,15,0,1,1,100,224,324,fall
2012-08-10,3,16,0,1,1,96,371,467,fall
2012-08-10,3,17,0,1,1,111,619,730,fall
2012-08-10,3,18,0,1,1,88,552,640,fall
2012-08-10,3,19,0,1,1,98,394,492,fall
2012-08-10,3,20,0,1,1,55,315,370,fall
2012-08-10,3,21,0,1,1,50,236,286,fall
2012-08-10,3,22,0,1,1,50,168,218,fall
2012-08-10,3,23,0,1,1,33,159,192,fall
2012-08-11,3,0,0,0,1,38,142,180,fall
2012-08-11,3,1,0,0,1,32,84,116,fall
2012-08-11,3,2,0,0,3,19,66,85,fall
2012-08-11,3,3,0,0,3,2,19,21,fall
2012-08-11,3,4,0,0,1,3,7,10,fall
2012-08-11,3,5,0,0,1,2,9,11,fall
2012-08-11,3,6,0,0,2,5,18,23,fall
2012-08-11,3,7,0,0,1,8,54,62,fall
2012-08-11,3,8,0,0,1,30,132,162,fall
2012-08-11,3,9,0,0,1,54,217,271,fall
2012-08-11,3,10,0,0,1,125,282,407,fall
2012-08-11,3,11,0,0,1,203,296,499,fall
2012-08-11,3,12,0,0,1,214,332,546,fall
2012-08-11,3,13,0,0,1,228,341,569,fall
2012-08-11,3,14,0,0,1,248,290,538,fall
2012-08-11,3,15,0,0,1,246,316,562,fall
2012-08-11,3,16,0,0,1,227,304,531,fall
2012-08-11,3,17,0,0,3,220,292,512,fall
2012-08-11,3,18,0,0,2,107,193,300,fall
2012-08-11,3,19,0,0,2,97,178,275,fall
2012-08-11,3,20,0,0,3,31,129,160,fall
2012-08-11,3,21,0,0,2,26,102,128,fall
2012-08-11,3,22,0,0,2,40,128,168,fall
2012-08-11,3,23,0,0,3,42,121,163,fall
2012-08-12,3,0,0,0,2,24,96,120,fall
2012-08-12,3,1,0,0,1,21,92,113,fall
2012-08-12,3,2,0,0,1,19,67,86,fall
2012-08-12,3,3,0,0,1,11,37,48,fall
2012-08-12,3,4,0,0,1,2,8,10,fall
2012-08-12,3,5,0,0,1,1,9,10,fall
2012-08-12,3,6,0,0,1,2,14,16,fall
2012-08-12,3,7,0,0,1,9,30,39,fall
2012-08-12,3,8,0,0,1,35,84,119,fall
2012-08-12,3,9,0,0,1,64,153,217,fall
2012-08-12,3,10,0,0,1,88,240,328,fall
2012-08-12,3,11,0,0,1,167,282,449,fall
2012-08-12,3,12,0,0,1,163,342,505,fall
2012-08-12,3,13,0,0,1,178,365,543,fall
2012-08-12,3,14,0,0,1,213,366,579,fall
2012-08-12,3,15,0,0,1,235,342,577,fall
2012-08-12,3,16,0,0,1,213,300,513,fall
2012-08-12,3,17,0,0,1,186,319,505,fall
2012-08-12,3,18,0,0,1,164,327,491,fall
2012-08-12,3,19,0,0,1,148,317,465,fall
2012-08-12,3,20,0,0,1,96,204,300,fall
2012-08-12,3,21,0,0,1,78,142,220,fall
2012-08-12,3,22,0,0,1,40,141,181,fall
2012-08-12,3,23,0,0,1,25,85,110,fall
2012-08-13,3,0,0,1,1,14,33,47,fall
2012-08-13,3,1,0,1,1,3,11,14,fall
2012-08-13,3,2,0,1,1,1,8,9,fall
2012-08-13,3,3,0,1,1,1,5,6,fall
2012-08-13,3,4,0,1,1,0,11,11,fall
2012-08-13,3,5,0,1,1,3,33,36,fall
2012-08-13,3,6,0,1,1,4,155,159,fall
2012-08-13,3,7,0,1,1,11,425,436,fall
2012-08-13,3,8,0,1,2,25,648,673,fall
2012-08-13,3,9,0,1,2,40,265,305,fall
2012-08-13,3,10,0,1,2,88,111,199,fall
2012-08-13,3,11,0,1,1,94,151,245,fall
2012-08-13,3,12,0,1,1,96,180,276,fall
2012-08-13,3,13,0,1,1,79,175,254,fall
2012-08-13,3,14,0,1,1,85,163,248,fall
2012-08-13,3,15,0,1,1,80,194,274,fall
2012-08-13,3,16,0,1,1,116,348,464,fall
2012-08-13,3,17,0,1,1,102,716,818,fall
2012-08-13,3,18,0,1,1,103,709,812,fall
2012-08-13,3,19,0,1,1,88,467,555,fall
2012-08-13,3,20,0,1,1,58,374,432,fall
2012-08-13,3,21,0,1,1,44,246,290,fall
2012-08-13,3,22,0,1,1,44,148,192,fall
2012-08-13,3,23,0,1,1,28,100,128,fall
2012-08-14,3,0,0,1,1,12,48,60,fall
2012-08-14,3,1,0,1,1,8,19,27,fall
2012-08-14,3,2,0,1,2,2,9,11,fall
2012-08-14,3,3,0,1,2,0,3,3,fall
2012-08-14,3,4,0,1,2,0,5,5,fall
2012-08-14,3,5,0,1,2,1,35,36,fall
2012-08-14,3,6,0,1,3,1,63,64,fall
2012-08-14,3,7,0,1,2,1,178,179,fall
2012-08-14,3,8,0,1,2,27,591,618,fall
2012-08-14,3,9,0,1,2,48,354,402,fall
2012-08-14,3,10,0,1,1,53,155,208,fall
2012-08-14,3,11,0,1,1,69,127,196,fall
2012-08-14,3,12,0,1,1,93,207,300,fall
2012-08-14,3,13,0,1,1,83,203,286,fall
2012-08-14,3,14,0,1,1,80,175,255,fall
2012-08-14,3,15,0,1,1,84,199,283,fall
2012-08-14,3,16,0,1,1,95,363,458,fall
2012-08-14,3,17,0,1,3,78,734,812,fall
2012-08-14,3,18,0,1,1,97,757,854,fall
2012-08-14,3,19,0,1,1,94,533,627,fall
2012-08-14,3,20,0,1,1,65,371,436,fall
2012-08-14,3,21,0,1,1,56,252,308,fall
2012-08-14,3,22,0,1,1,28,161,189,fall
2012-08-14,3,23,0,1,1,53,114,167,fall
2012-08-15,3,0,0,1,1,8,52,60,fall
2012-08-15,3,1,0,1,1,6,31,37,fall
2012-08-15,3,2,0,1,1,1,7,8,fall
2012-08-15,3,3,0,1,1,1,10,11,fall
2012-08-15,3,4,0,1,1,0,4,4,fall
2012-08-15,3,5,0,1,1,4,35,39,fall
2012-08-15,3,6,0,1,1,12,160,172,fall
2012-08-15,3,7,0,1,2,25,467,492,fall
2012-08-15,3,8,0,1,2,40,642,682,fall
2012-08-15,3,9,0,1,2,57,310,367,fall
2012-08-15,3,10,0,1,2,70,163,233,fall
2012-08-15,3,11,0,1,2,80,155,235,fall
2012-08-15,3,12,0,1,1,77,230,307,fall
2012-08-15,3,13,0,1,2,88,206,294,fall
2012-08-15,3,14,0,1,2,94,161,255,fall
2012-08-15,3,15,0,1,1,70,196,266,fall
2012-08-15,3,16,0,1,1,91,340,431,fall
2012-08-15,3,17,0,1,1,102,749,851,fall
2012-08-15,3,18,0,1,1,80,768,848,fall
2012-08-15,3,19,0,1,1,124,525,649,fall
2012-08-15,3,20,0,1,1,72,355,427,fall
2012-08-15,3,21,0,1,1,49,266,315,fall
2012-08-15,3,22,0,1,1,29,197,226,fall
2012-08-15,3,23,0,1,1,18,120,138,fall
2012-08-16,3,0,0,1,1,13,63,76,fall
2012-08-16,3,1,0,1,1,3,18,21,fall
2012-08-16,3,2,0,1,1,0,15,15,fall
2012-08-16,3,3,0,1,1,0,4,4,fall
2012-08-16,3,4,0,1,1,2,3,5,fall
2012-08-16,3,5,0,1,1,7,30,37,fall
2012-08-16,3,6,0,1,1,3,162,165,fall
2012-08-16,3,7,0,1,1,16,448,464,fall
2012-08-16,3,8,0,1,1,33,649,682,fall
2012-08-16,3,9,0,1,1,41,296,337,fall
2012-08-16,3,10,0,1,1,78,121,199,fall
2012-08-16,3,11,0,1,1,83,191,274,fall
2012-08-16,3,12,0,1,1,96,247,343,fall
2012-08-16,3,13,0,1,1,81,219,300,fall
2012-08-16,3,14,0,1,1,72,176,248,fall
2012-08-16,3,15,0,1,1,63,197,260,fall
2012-08-16,3,16,0,1,1,79,340,419,fall
2012-08-16,3,17,0,1,1,130,767,897,fall
2012-08-16,3,18,0,1,1,109,723,832,fall
2012-08-16,3,19,0,1,1,119,558,677,fall
2012-08-16,3,20,0,1,1,100,414,514,fall
2012-08-16,3,21,0,1,1,83,273,356,fall
